HOTRAZONSOCIAL,HOTLOCALIDAD,ANIO,MES,DIAS,Importe,CARGO
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,11,1,8583,1140
DESIGN BUENOS AIRES,C.A.B.A.,2022,9,3,79416,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,7,124754,6420
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,7,438979,6420
SAVOIA - OSTENDE,OSTENDE,2023,2,6,126000,1731
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2023,6,7,70000,1731
ALTOS DE MERLO,VILLA DE MERLO,2023,4,5,109800,1731
DESIGN SALTA,SALTA,2022,7,7,64372,1731
SAVOIA - OSTENDE,OSTENDE,2021,2,6,38640,1731
CABAÑAS COIRÓN,VILLA GESELL,2022,3,6,29400,1731
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2021,12,3,14616,1721
TRONADOR,MAR DEL PLATA,2023,2,4,80640,1180
CABAÑAS COIRÓN,VILLA GESELL,2022,1,5,51430,JJJJ
TRONADOR,MAR DEL PLATA,2022,4,3,25200,JJJJ
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,11,5,25675,JJJJ
TRONADOR,MAR DEL PLATA,2023,2,5,117600,JJJJ
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,11,3,25749,JJJJ
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,5,4,32162,1340
TRONADOR,MAR DEL PLATA,2022,9,2,24000,1340
ALEJANDRO I,SALTA,2023,4,10,277647,1355
TRONADOR,MAR DEL PLATA,2023,10,4,93600,1355
TRONADOR,MAR DEL PLATA,2023,6,3,74700,1141
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,10,5,149625,1372
DAZZLER,PUERTO MADRYN,2021,12,8,53936,1313
VALERIA,VALERIA DEL MAR,2020,2,9,34650,1313
DAZZLER,PUERTO MADRYN,2021,9,2,23218,1150
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,9,7,221140,1150
CABAÑAS COIRÓN,VILLA GESELL,2023,1,7,156800,1354
DESIGN BUENOS AIRES,C.A.B.A.,2022,10,2,30492,1340
DESIGN BUENOS AIRES,C.A.B.A.,2022,10,7,135782,1340
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,6,7,60984,1340
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,2,30492,1340
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,3,34848,1340
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,5,12,91476,1340
SOHO SUITES,SAN FRANCISCO,2022,12,1,7374,1721
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,7,3,56490,1721
CABAÑAS COIRÓN,VILLA GESELL,2022,1,2,19200,1313
CABAÑAS COIRÓN,VILLA GESELL,2022,2,5,48000,1313
CABAÑAS COIRÓN,VILLA GESELL,2020,1,7,29400,1313
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,7,4,255780,1313
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,2,59932,1313
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,2,9,329679,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,8,117738,1372
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2023,10,6,96000,1731
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,4,3,80730,1313
ALEJANDRO I,SALTA,2023,6,5,247253,1340
DESIGN BUENOS AIRES,C.A.B.A.,2022,10,3,36387,1340
HOTEL DEL SOL,C.A.B.A.,2020,1,1,2229,1340
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,11,3,98010,1340
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,2,7,220329,1731
CASEROS 248,CORDOBA,2023,2,4,63380,1333
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2021,9,3,9368,1333
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,5,3,15863,1731
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2020,1,6,60348,1731
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,1,3,88830,1731
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2020,2,8,71280,1340
SAVOIA - OSTENDE,OSTENDE,2022,12,7,189000,1372
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,11,5,147137,1372
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,4,4,134190,1372
PREMIUM TOWER SAN LUIS,CIUDAD SAN LUIS,2021,10,2,8156,1372
PREMIUM TOWER SAN LUIS,CIUDAD SAN LUIS,2021,10,2,8156,1372
ALTOS DE MERLO,VILLA DE MERLO,2022,1,6,82320,1372
SAVOIA - OSTENDE,OSTENDE,2023,2,7,196875,1314
DAZZLER,PUERTO MADRYN,2021,10,5,47610,1160
DAZZLER,PUERTO MADRYN,2021,10,5,47610,1160
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,3,4,25993,1331
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,11,2,17166,1331
ALEJANDRO I,SALTA,2022,7,2,23232,1331
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2022,11,2,35700,1331
PARADISO PLAYA,VALERIA DEL MAR,2022,11,3,65258,1340
PARADISO PLAYA,VALERIA DEL MAR,2023,1,12,414135,1340
PARADISO PLAYA,VALERIA DEL MAR,2023,2,2,57884,1340
PARADISO PLAYA,VALERIA DEL MAR,2021,12,4,51156,1340
PARADISO PLAYA,VALERIA DEL MAR,2022,2,15,209565,1340
PARADISO PLAYA,VALERIA DEL MAR,2021,9,3,16674,1340
PARADISO PLAYA,VALERIA DEL MAR,2024,1,14,1346250,1340
DAZZLER,PUERTO MADRYN,2022,9,4,52006,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2020,1,8,78336,1340
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,7,5,115959,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,7,5,303307,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2024,2,6,476775,1340
HOTEL DEL SOL,C.A.B.A.,2023,4,1,7050,1372
HOTEL DEL SOL,C.A.B.A.,2023,4,2,16200,1372
HOTEL DEL SOL,C.A.B.A.,2022,9,3,31500,1372
SAN CARLOS INN,CONCORDIA,2022,12,3,75600,1372
SAN CARLOS INN,CONCORDIA,2022,12,3,75600,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,5,1,9983,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,3,1,4992,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,3,1,7108,1372
HOTEL DEL SOL,C.A.B.A.,2021,12,2,6814,1372
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,4,7,100128,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2021,3,7,41965,1721
CABAÑAS COIRÓN,VILLA GESELL,2020,2,4,16200,1721
CABAÑAS COIRÓN,VILLA GESELL,2020,3,6,13500,1721
CABAÑAS COIRÓN,VILLA GESELL,2023,2,7,147000,1721
CASEROS 248,CORDOBA,2023,11,2,68795,1313
PINARES PANORAMA SUITES & SPA,VILLA CARLOS PAZ,2021,2,3,40980,1340
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,2,6,35910,1372
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2021,9,5,24835,1372
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,7,3,86850,1372
HOTEL DEL SOL,C.A.B.A.,2023,7,2,52500,1372
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,10,4,99450,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,4,1,45176,1372
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,12,1,23539,1372
CABAÑAS COIRÓN,VILLA GESELL,2022,1,4,41144,1371
HOSTAL DEL SOL,SAN BERNARDO,2022,1,36,111375,1371
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,7,9,183582,1312
PARADISO PLAYA,VALERIA DEL MAR,2024,1,5,439180,1312
ALEJANDRO I,SALTA,2021,9,7,60725,1731
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,6,4,162600,1372
ALEJANDRO I,SALTA,2023,6,1,22960,1340
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,7,6,63420,1731
SAVOIA - OSTENDE,OSTENDE,2023,12,2,25200,1731
SAVOIA - OSTENDE,OSTENDE,2022,12,3,37800,1731
HOTEL DEL SOL,C.A.B.A.,2022,12,1,5880,1731
TRONADOR,MAR DEL PLATA,2022,6,3,33600,1731
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,7,3,36750,1731
CABAÑAS COIRÓN,VILLA GESELL,2021,12,12,58800,1721
CABAÑAS COIRÓN,VILLA GESELL,2020,2,10,37800,1721
CABAÑAS COIRÓN,VILLA GESELL,2023,1,7,137200,1372
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,7,7,350179,1731
HOTEL DEL SOL,C.A.B.A.,2023,4,3,28770,1721
PARADISO PLAYA,VALERIA DEL MAR,2024,1,6,917163,1731
HOSTAL DEL SOL,SAN BERNARDO,2023,1,7,180443,1372
PARADISO PLAYA,VALERIA DEL MAR,2022,1,6,111936,1372
PARADISO PLAYA,VALERIA DEL MAR,2022,1,2,36300,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,6,2,13552,1360
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,1,1,16459,1333
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,5,3,81675,1721
CABAÑAS COIRÓN,VILLA GESELL,2022,1,14,156002,1180
DAZZLER,PUERTO MADRYN,2023,9,5,149325,1150
CABAÑAS COIRÓN,VILLA GESELL,2023,1,2,42000,1371
CABAÑAS COIRÓN,VILLA GESELL,2023,2,10,210000,1371
CABAÑAS COIRÓN,VILLA GESELL,2022,1,1,10286,1371
CABAÑAS COIRÓN,VILLA GESELL,2022,2,9,92574,1371
DESIGN SALTA,SALTA,2022,10,1,26055,1314
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,7,3,144122,1314
PARADISO PLAYA,VALERIA DEL MAR,2020,1,12,93756,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,4,150768,1180
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,3,113076,1180
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2024,4,4,188020,1731
LOS YÁMANAS,USHUAIA,2022,6,3,61356,1170
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2021,12,2,15774,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2020,2,6,44832,1190
CABAÑAS COIRÓN,VILLA GESELL,2023,1,11,189000,1190
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,9,6,124593,1160
SAVOIA - OSTENDE,OSTENDE,2023,2,7,196875,1340
RESIDENCIA PARQUE BONITO,VILLA GESELL,2020,2,6,33612,1340
CASEROS 248,CORDOBA,2022,2,2,16980,1340
SAVOIA - OSTENDE,OSTENDE,2021,12,7,85575,1340
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,2,5,85322,1360
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,9,2,39900,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,5,5,136488,1314
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,12,3,244353,1721
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,11,2,16022,1331
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,9,4,16632,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,10,3,19377,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,1,5,78750,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,1,4,63000,1721
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2023,8,8,369000,1731
TRONADOR,MAR DEL PLATA,2023,7,4,100800,1721
SAVOIA - OSTENDE,OSTENDE,2023,2,7,196875,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,4,9,73721,1340
ALTOS DE MERLO,VILLA DE MERLO,2020,1,7,60480,1731
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,1,2,41201,1731
HOTEL LIBERTADOR ****,ROSARIO - SANTA FE,2023,2,1,16317,1731
PARADISO PLAYA,VALERIA DEL MAR,2023,2,7,259130,1731
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,4,133076,1731
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,1,5,87840,1340
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,12,2,28688,1372
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,12,5,114000,1372
HOSTAL DEL SOL,SAN BERNARDO,2021,12,8,73584,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,8,4,34272,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,7,5,38255,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,9,4,45336,1360
SAVOIA - OSTENDE,OSTENDE,2022,2,7,127890,1721
HOWARD JOHNSON CÓRDOBA,CORDOBA,2023,7,3,63716,1721
SAVOIA - OSTENDE,OSTENDE,2023,2,11,288750,1721
HOWARD JOHNSON CÓRDOBA,CORDOBA,2023,10,2,54250,1721
TRONADOR,MAR DEL PLATA,2020,2,11,51480,1721
HOSTAL DEL SOL,SAN BERNARDO,2023,2,7,200419,1372
TRONADOR,MAR DEL PLATA,2023,2,5,100800,1180
TRONADOR,MAR DEL PLATA,2020,3,3,9324,1180
TRONADOR,MAR DEL PLATA,2023,11,2,50400,1180
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,1,3,142652,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2023,2,2,89398,1372
ALEJANDRO I,SALTA,2023,5,4,171380,1340
LOS YÁMANAS,USHUAIA,2023,3,5,242551,1340
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2020,4,3,22704,1340
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,3,5,88070,1340
LOS YÁMANAS,USHUAIA,2022,8,4,94482,1721
HOTEL SANTA ELÍA,MAR DEL PLATA,2023,11,2,29400,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,11,1,23800,1360
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,5,158175,1180
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,5,6,163850,1180
DESIGN CALAFATE,CALAFATE,2023,10,3,210314,1180
CABAÑAS PUERTO HAMLET,CARILÓ,2022,12,2,41610,1313
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,8,5,117000,1313
CABAÑAS PUERTO HAMLET,CARILÓ,2022,1,7,151025,1180
PARADISO PLAYA,VALERIA DEL MAR,2020,1,9,67527,1180
HOSTAL DEL SOL,SAN BERNARDO,2023,2,14,386663,1180
SAVOIA - OSTENDE,OSTENDE,2020,2,6,43052,1190
CABAÑAS COIRÓN,VILLA GESELL,2022,2,10,96000,1721
CABAÑAS COIRÓN,VILLA GESELL,2023,2,7,137200,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2021,8,2,13126,1313
SAVOIA - OSTENDE,OSTENDE,2021,2,10,114000,1313
ALEJANDRO I,SALTA,2022,7,2,55606,1340
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2021,12,9,63450,1332
DESIGN CALAFATE,CALAFATE,2021,4,6,57478,1332
PARADISO PLAYA,VALERIA DEL MAR,2024,1,10,1039500,1331
CASEROS 248,CORDOBA,2023,8,6,147015,1340
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,8,6,147015,1340
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,2,5,165045,1372
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,2,10,268500,1170
CABAÑAS PUERTO HAMLET,CARILÓ,2021,3,6,35910,1340
PARADISO PLAYA,VALERIA DEL MAR,2020,1,11,103257,1174
PARADISO PLAYA,VALERIA DEL MAR,2024,1,9,1255500,1174
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,5,3,37200,1180
DESIGN BUENOS AIRES,C.A.B.A.,2022,4,1,9088,1180
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,7,6,220500,1180
HOTEL DEL SOL,C.A.B.A.,2023,6,2,15120,1372
HOTEL DEL SOL,C.A.B.A.,2023,8,2,21140,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,4,2,29730,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,2,33269,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,9,3,94743,1372
HOTEL DEL SOL,C.A.B.A.,2023,11,3,44100,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2023,5,1,18820,1372
DESIGN CALAFATE,CALAFATE,2022,7,7,62890,1340
DESIGN BUENOS AIRES,C.A.B.A.,2022,1,2,13068,1340
CASEROS 248,CORDOBA,2022,1,1,5677,1340
DESIGN SALTA,SALTA,2022,1,6,62076,1340
CASEROS 248,CORDOBA,2022,3,1,12390,1340
CASEROS 248,CORDOBA,2022,3,1,12390,1340
TRONADOR,MAR DEL PLATA,2021,1,7,51333,33,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,6,43596,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,1,8356,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,1,8356,1721
PARADISO PLAYA,VALERIA DEL MAR,2023,4,3,136701,1355
ALEJANDRO I,SALTA,2022,5,2,19786,1340
VALERIA,VALERIA DEL MAR,2022,8,3,74288,1340
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2020,2,6,21948,1371
DAZZLER,PUERTO MADRYN,2022,2,5,37080,1340
SAN CARLOS INN,CONCORDIA,2021,10,3,17640,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,6,2,41177,1721
TRONADOR,MAR DEL PLATA,2022,4,6,47040,JJJJ
CABAÑAS COIRÓN,VILLA GESELL,2020,1,3,15750,1190
CABAÑAS COIRÓN,VILLA GESELL,2022,3,12,71400,1170
ALEJANDRO I,SALTA,2021,12,5,38570,1170
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,9,6,77580,1731
CABAÑAS PUERTO HAMLET,CARILÓ,2022,5,2,14678,1731
DESIGN BUENOS AIRES,C.A.B.A.,2023,3,3,66321,1731
ALEJANDRO I,SALTA,2023,11,6,300564,1731
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,1,7,104246,33,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,1,7,121968,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,3,4,39318,1180
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,8,3,33453,1180
CABAÑAS PUERTO HAMLET,CARILÓ,2023,3,3,89384,1180
PARADISO PLAYA,VALERIA DEL MAR,2022,12,4,110763,1180
SAN CARLOS INN,CONCORDIA,2022,12,14,257740,1190
SAN CARLOS INN,CONCORDIA,2022,12,14,257740,1190
SAN CARLOS INN,CONCORDIA,2021,1,14,70952,1190
PARADISO PLAYA,VALERIA DEL MAR,2020,1,7,49427,1372
PARADISO PLAYA,VALERIA DEL MAR,2023,1,7,237085,1372
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,7,1,12705,1372
PARADISO PLAYA,VALERIA DEL MAR,2024,1,7,678300,1372
PARADISO PLAYA,VALERIA DEL MAR,2020,2,10,58300,1180
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,10,2,11028,1721
HOTEL DEL SOL,C.A.B.A.,2023,10,6,108000,1721
PARADISO PLAYA,VALERIA DEL MAR,2021,12,4,50532,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2023,9,4,102030,1721
CABAÑAS COIRÓN,VILLA GESELL,2020,1,6,32400,1731
DESIGN BUENOS AIRES,C.A.B.A.,2023,3,3,44595,1372
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,10,4,215707,1333
HOSTAL DEL SOL,SAN BERNARDO,2022,1,2,41310,3711
CABAÑAS PUERTO HAMLET,CARILÓ,2020,2,7,61334,2413
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,11,3,66488,6420
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,11,3,66488,6420
PARADISO PLAYA,VALERIA DEL MAR,2022,3,3,28593,1170
PARADISO PLAYA,VALERIA DEL MAR,2021,3,4,24916,1372
DAZZLER,PUERTO MADRYN,2023,9,5,233723,1180
PARADISO PLAYA,VALERIA DEL MAR,2024,2,6,870750,1180
CABAÑAS PUERTO HAMLET,CARILÓ,2023,7,4,132456,1170
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,10,4,47362,1731
LOS YÁMANAS,USHUAIA,2022,10,4,47362,1731
CABAÑAS COIRÓN,VILLA GESELL,2020,1,9,45900,1360
CABAÑAS COIRÓN,VILLA GESELL,2020,1,9,40500,1360
CABAÑAS COIRÓN,VILLA GESELL,2023,1,6,117600,1360
CASEROS 248,CORDOBA,2020,1,3,10020,1314
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2021,8,2,6106,1314
CASEROS 248,CORDOBA,2021,9,3,17031,1314
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,8,6,267368,1731
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,7,1,10463,1371
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,7,361526,1333
DAZZLER,PUERTO MADRYN,2023,10,4,146990,1180
DESIGN CALAFATE,CALAFATE,2022,8,5,74189,1180
LOS YÁMANAS,USHUAIA,2022,9,4,58320,1180
DAZZLER,PUERTO MADRYN,2022,4,3,20965,1372
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,2,30139,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2022,3,4,35644,1190
ALEJANDRO I,SALTA,2020,3,2,9463,1190
DESIGN SALTA,SALTA,2020,3,3,13212,33,1190
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,3,4,39378,1190
CABAÑAS PUERTO HAMLET,CARILÓ,2021,11,7,41828,1372
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,1,5,237375,1331
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,12,2,20873,1313
TRONADOR,MAR DEL PLATA,2021,11,5,39000,1313
TRONADOR,MAR DEL PLATA,2021,11,5,71500,1313
DESIGN BUENOS AIRES,C.A.B.A.,2022,8,1,12619,1313
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,10,2,22643,1313
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,8,3,45738,1340
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2022,9,1,10740,1340
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,1,8,132304,1340
DESIGN BUENOS AIRES,C.A.B.A.,2020,3,10,26260,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,1,5,16180,1313
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,3,7,33963,1313
DESIGN CALAFATE,CALAFATE,2021,8,4,26192,1313
CABAÑAS COIRÓN,VILLA GESELL,2021,1,6,41850,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,12,3,30690,1190
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,12,3,30690,1190
DESIGN CALAFATE,CALAFATE,2021,3,3,21345,1190
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,6,3,13332,1190
LOS YÁMANAS,USHUAIA,2021,10,4,42300,1190
CABAÑAS PUERTO HAMLET,CARILÓ,2020,3,2,6414,1190
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2020,4,3,12801,45,1190
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2021,11,3,23661,1190
PARADISO PLAYA,VALERIA DEL MAR,2022,3,3,28593,1190
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,3,4,105600,1190
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,9,3,220589,1150
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,9,1,13022,1372
VALERIA,VALERIA DEL MAR,2020,1,7,50925,1372
VALERIA,VALERIA DEL MAR,2020,1,5,37125,1372
VALERIA,VALERIA DEL MAR,2020,2,2,13800,1372
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,8,9,189128,1372
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,7,3,50434,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,1,8,129600,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,12,3,20859,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,11,1,6052,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,8,1,4203,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,7,6,200160,1721
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2021,10,2,17040,1313
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,6,4,41346,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,4,184259,1372
LOS YÁMANAS,USHUAIA,2023,7,4,181245,1160
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,12,2,59828,1721
TRONADOR,MAR DEL PLATA,2023,2,7,176400,1721
PARADISO PLAYA,VALERIA DEL MAR,2020,1,11,77671,1173
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2020,4,3,17121,1173
LOS YÁMANAS,USHUAIA,2020,3,4,32420,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,2,4,40068,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,5,5,33275,2711
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,5,2,17472,4,2711
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,1,5,29350,1190
CASEROS 248,CORDOBA,2022,2,1,7796,1721
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,7,2,17610,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,4,3,29766,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2022,1,7,151025,1721
